Date,Year,Quarter,Month,Month_Number,Month_Name,Month_Short,Year_Month,Day_of_Month,Day_Name,Day_of_Week,Is_Weekend
2020-11-16,2020,Q4,11,11,November,Nov,2020-11,16,Monday,1,Weekday
2020-11-17,2020,Q4,11,11,November,Nov,2020-11,17,Tuesday,2,Weekday
2020-11-18,2020,Q4,11,11,November,Nov,2020-11,18,Wednesday,3,Weekday
2020-11-19,2020,Q4,11,11,November,Nov,2020-11,19,Thursday,4,Weekday
2020-11-20,2020,Q4,11,11,November,Nov,2020-11,20,Friday,5,Weekday
2020-11-21,2020,Q4,11,11,November,Nov,2020-11,21,Saturday,6,Weekend
2020-11-22,2020,Q4,11,11,November,Nov,2020-11,22,Sunday,7,Weekend
2020-11-23,2020,Q4,11,11,November,Nov,2020-11,23,Monday,1,Weekday
2020-11-24,2020,Q4,11,11,November,Nov,2020-11,24,Tuesday,2,Weekday
2020-11-25,2020,Q4,11,11,November,Nov,2020-11,25,Wednesday,3,Weekday
2020-11-26,2020,Q4,11,11,November,Nov,2020-11,26,Thursday,4,Weekday
2020-11-27,2020,Q4,11,11,November,Nov,2020-11,27,Friday,5,Weekday
2020-11-28,2020,Q4,11,11,November,Nov,2020-11,28,Saturday,6,Weekend
2020-11-29,2020,Q4,11,11,November,Nov,2020-11,29,Sunday,7,Weekend
2020-11-30,2020,Q4,11,11,November,Nov,2020-11,30,Monday,1,Weekday
2020-12-01,2020,Q4,12,12,December,Dec,2020-12,1,Tuesday,2,Weekday
2020-12-02,2020,Q4,12,12,December,Dec,2020-12,2,Wednesday,3,Weekday
2020-12-03,2020,Q4,12,12,December,Dec,2020-12,3,Thursday,4,Weekday
2020-12-04,2020,Q4,12,12,December,Dec,2020-12,4,Friday,5,Weekday
2020-12-05,2020,Q4,12,12,December,Dec,2020-12,5,Saturday,6,Weekend
2020-12-06,2020,Q4,12,12,December,Dec,2020-12,6,Sunday,7,Weekend
2020-12-07,2020,Q4,12,12,December,Dec,2020-12,7,Monday,1,Weekday
2020-12-08,2020,Q4,12,12,December,Dec,2020-12,8,Tuesday,2,Weekday
2020-12-09,2020,Q4,12,12,December,Dec,2020-12,9,Wednesday,3,Weekday
2020-12-10,2020,Q4,12,12,December,Dec,2020-12,10,Thursday,4,Weekday
2020-12-11,2020,Q4,12,12,December,Dec,2020-12,11,Friday,5,Weekday
2020-12-12,2020,Q4,12,12,December,Dec,2020-12,12,Saturday,6,Weekend
2020-12-13,2020,Q4,12,12,December,Dec,2020-12,13,Sunday,7,Weekend
2020-12-14,2020,Q4,12,12,December,Dec,2020-12,14,Monday,1,Weekday
2020-12-15,2020,Q4,12,12,December,Dec,2020-12,15,Tuesday,2,Weekday
2020-12-16,2020,Q4,12,12,December,Dec,2020-12,16,Wednesday,3,Weekday
2020-12-17,2020,Q4,12,12,December,Dec,2020-12,17,Thursday,4,Weekday
2020-12-18,2020,Q4,12,12,December,Dec,2020-12,18,Friday,5,Weekday
2020-12-19,2020,Q4,12,12,December,Dec,2020-12,19,Saturday,6,Weekend
2020-12-20,2020,Q4,12,12,December,Dec,2020-12,20,Sunday,7,Weekend
2020-12-21,2020,Q4,12,12,December,Dec,2020-12,21,Monday,1,Weekday
2020-12-22,2020,Q4,12,12,December,Dec,2020-12,22,Tuesday,2,Weekday
2020-12-23,2020,Q4,12,12,December,Dec,2020-12,23,Wednesday,3,Weekday
2020-12-24,2020,Q4,12,12,December,Dec,2020-12,24,Thursday,4,Weekday
2020-12-25,2020,Q4,12,12,December,Dec,2020-12,25,Friday,5,Weekday
2020-12-26,2020,Q4,12,12,December,Dec,2020-12,26,Saturday,6,Weekend
2020-12-27,2020,Q4,12,12,December,Dec,2020-12,27,Sunday,7,Weekend
2020-12-28,2020,Q4,12,12,December,Dec,2020-12,28,Monday,1,Weekday
2020-12-29,2020,Q4,12,12,December,Dec,2020-12,29,Tuesday,2,Weekday
2020-12-30,2020,Q4,12,12,December,Dec,2020-12,30,Wednesday,3,Weekday
2020-12-31,2020,Q4,12,12,December,Dec,2020-12,31,Thursday,4,Weekday
2021-01-01,2021,Q1,1,1,January,Jan,2021-01,1,Friday,5,Weekday
2021-01-02,2021,Q1,1,1,January,Jan,2021-01,2,Saturday,6,Weekend
2021-01-03,2021,Q1,1,1,January,Jan,2021-01,3,Sunday,7,Weekend
2021-01-04,2021,Q1,1,1,January,Jan,2021-01,4,Monday,1,Weekday
2021-01-05,2021,Q1,1,1,January,Jan,2021-01,5,Tuesday,2,Weekday
2021-01-06,2021,Q1,1,1,January,Jan,2021-01,6,Wednesday,3,Weekday
2021-01-07,2021,Q1,1,1,January,Jan,2021-01,7,Thursday,4,Weekday
2021-01-08,2021,Q1,1,1,January,Jan,2021-01,8,Friday,5,Weekday
2021-01-09,2021,Q1,1,1,January,Jan,2021-01,9,Saturday,6,Weekend
2021-01-10,2021,Q1,1,1,January,Jan,2021-01,10,Sunday,7,Weekend
2021-01-11,2021,Q1,1,1,January,Jan,2021-01,11,Monday,1,Weekday
2021-01-12,2021,Q1,1,1,January,Jan,2021-01,12,Tuesday,2,Weekday
2021-01-13,2021,Q1,1,1,January,Jan,2021-01,13,Wednesday,3,Weekday
2021-01-14,2021,Q1,1,1,January,Jan,2021-01,14,Thursday,4,Weekday
2021-01-15,2021,Q1,1,1,January,Jan,2021-01,15,Friday,5,Weekday
2021-01-16,2021,Q1,1,1,January,Jan,2021-01,16,Saturday,6,Weekend
2021-01-17,2021,Q1,1,1,January,Jan,2021-01,17,Sunday,7,Weekend
2021-01-18,2021,Q1,1,1,January,Jan,2021-01,18,Monday,1,Weekday
2021-01-19,2021,Q1,1,1,January,Jan,2021-01,19,Tuesday,2,Weekday
2021-01-20,2021,Q1,1,1,January,Jan,2021-01,20,Wednesday,3,Weekday
2021-01-21,2021,Q1,1,1,January,Jan,2021-01,21,Thursday,4,Weekday
2021-01-22,2021,Q1,1,1,January,Jan,2021-01,22,Friday,5,Weekday
2021-01-23,2021,Q1,1,1,January,Jan,2021-01,23,Saturday,6,Weekend
2021-01-24,2021,Q1,1,1,January,Jan,2021-01,24,Sunday,7,Weekend
2021-01-25,2021,Q1,1,1,January,Jan,2021-01,25,Monday,1,Weekday
2021-01-26,2021,Q1,1,1,January,Jan,2021-01,26,Tuesday,2,Weekday
2021-01-27,2021,Q1,1,1,January,Jan,2021-01,27,Wednesday,3,Weekday
2021-01-28,2021,Q1,1,1,January,Jan,2021-01,28,Thursday,4,Weekday
2021-01-29,2021,Q1,1,1,January,Jan,2021-01,29,Friday,5,Weekday
2021-01-30,2021,Q1,1,1,January,Jan,2021-01,30,Saturday,6,Weekend
2021-01-31,2021,Q1,1,1,January,Jan,2021-01,31,Sunday,7,Weekend
2021-02-01,2021,Q1,2,2,February,Feb,2021-02,1,Monday,1,Weekday
2021-02-02,2021,Q1,2,2,February,Feb,2021-02,2,Tuesday,2,Weekday
2021-02-03,2021,Q1,2,2,February,Feb,2021-02,3,Wednesday,3,Weekday
2021-02-04,2021,Q1,2,2,February,Feb,2021-02,4,Thursday,4,Weekday
2021-02-05,2021,Q1,2,2,February,Feb,2021-02,5,Friday,5,Weekday
2021-02-06,2021,Q1,2,2,February,Feb,2021-02,6,Saturday,6,Weekend
2021-02-07,2021,Q1,2,2,February,Feb,2021-02,7,Sunday,7,Weekend
2021-02-08,2021,Q1,2,2,February,Feb,2021-02,8,Monday,1,Weekday
2021-02-09,2021,Q1,2,2,February,Feb,2021-02,9,Tuesday,2,Weekday
2021-02-10,2021,Q1,2,2,February,Feb,2021-02,10,Wednesday,3,Weekday
2021-02-11,2021,Q1,2,2,February,Feb,2021-02,11,Thursday,4,Weekday
2021-02-12,2021,Q1,2,2,February,Feb,2021-02,12,Friday,5,Weekday
2021-02-13,2021,Q1,2,2,February,Feb,2021-02,13,Saturday,6,Weekend
2021-02-14,2021,Q1,2,2,February,Feb,2021-02,14,Sunday,7,Weekend
2021-02-15,2021,Q1,2,2,February,Feb,2021-02,15,Monday,1,Weekday
2021-02-16,2021,Q1,2,2,February,Feb,2021-02,16,Tuesday,2,Weekday
2021-02-17,2021,Q1,2,2,February,Feb,2021-02,17,Wednesday,3,Weekday
2021-02-18,2021,Q1,2,2,February,Feb,2021-02,18,Thursday,4,Weekday
2021-02-19,2021,Q1,2,2,February,Feb,2021-02,19,Friday,5,Weekday
2021-02-20,2021,Q1,2,2,February,Feb,2021-02,20,Saturday,6,Weekend
2021-02-21,2021,Q1,2,2,February,Feb,2021-02,21,Sunday,7,Weekend
2021-02-22,2021,Q1,2,2,February,Feb,2021-02,22,Monday,1,Weekday
2021-02-23,2021,Q1,2,2,February,Feb,2021-02,23,Tuesday,2,Weekday
2021-02-24,2021,Q1,2,2,February,Feb,2021-02,24,Wednesday,3,Weekday
2021-02-25,2021,Q1,2,2,February,Feb,2021-02,25,Thursday,4,Weekday
2021-02-26,2021,Q1,2,2,February,Feb,2021-02,26,Friday,5,Weekday
2021-02-27,2021,Q1,2,2,February,Feb,2021-02,27,Saturday,6,Weekend
2021-02-28,2021,Q1,2,2,February,Feb,2021-02,28,Sunday,7,Weekend
2021-03-01,2021,Q1,3,3,March,Mar,2021-03,1,Monday,1,Weekday
2021-03-02,2021,Q1,3,3,March,Mar,2021-03,2,Tuesday,2,Weekday
2021-03-03,2021,Q1,3,3,March,Mar,2021-03,3,Wednesday,3,Weekday
2021-03-04,2021,Q1,3,3,March,Mar,2021-03,4,Thursday,4,Weekday
2021-03-05,2021,Q1,3,3,March,Mar,2021-03,5,Friday,5,Weekday
2021-03-06,2021,Q1,3,3,March,Mar,2021-03,6,Saturday,6,Weekend
2021-03-07,2021,Q1,3,3,March,Mar,2021-03,7,Sunday,7,Weekend
2021-03-08,2021,Q1,3,3,March,Mar,2021-03,8,Monday,1,Weekday
2021-03-09,2021,Q1,3,3,March,Mar,2021-03,9,Tuesday,2,Weekday
2021-03-10,2021,Q1,3,3,March,Mar,2021-03,10,Wednesday,3,Weekday
2021-03-11,2021,Q1,3,3,March,Mar,2021-03,11,Thursday,4,Weekday
2021-03-12,2021,Q1,3,3,March,Mar,2021-03,12,Friday,5,Weekday
2021-03-13,2021,Q1,3,3,March,Mar,2021-03,13,Saturday,6,Weekend
2021-03-14,2021,Q1,3,3,March,Mar,2021-03,14,Sunday,7,Weekend
2021-03-15,2021,Q1,3,3,March,Mar,2021-03,15,Monday,1,Weekday
2021-03-16,2021,Q1,3,3,March,Mar,2021-03,16,Tuesday,2,Weekday
2021-03-17,2021,Q1,3,3,March,Mar,2021-03,17,Wednesday,3,Weekday
2021-03-18,2021,Q1,3,3,March,Mar,2021-03,18,Thursday,4,Weekday
2021-03-19,2021,Q1,3,3,March,Mar,2021-03,19,Friday,5,Weekday
2021-03-20,2021,Q1,3,3,March,Mar,2021-03,20,Saturday,6,Weekend
2021-03-21,2021,Q1,3,3,March,Mar,2021-03,21,Sunday,7,Weekend
2021-03-22,2021,Q1,3,3,March,Mar,2021-03,22,Monday,1,Weekday
2021-03-23,2021,Q1,3,3,March,Mar,2021-03,23,Tuesday,2,Weekday
2021-03-24,2021,Q1,3,3,March,Mar,2021-03,24,Wednesday,3,Weekday
2021-03-25,2021,Q1,3,3,March,Mar,2021-03,25,Thursday,4,Weekday
2021-03-26,2021,Q1,3,3,March,Mar,2021-03,26,Friday,5,Weekday
2021-03-27,2021,Q1,3,3,March,Mar,2021-03,27,Saturday,6,Weekend
2021-03-28,2021,Q1,3,3,March,Mar,2021-03,28,Sunday,7,Weekend
2021-03-29,2021,Q1,3,3,March,Mar,2021-03,29,Monday,1,Weekday
2021-03-30,2021,Q1,3,3,March,Mar,2021-03,30,Tuesday,2,Weekday
2021-03-31,2021,Q1,3,3,March,Mar,2021-03,31,Wednesday,3,Weekday
2021-04-01,2021,Q2,4,4,April,Apr,2021-04,1,Thursday,4,Weekday
2021-04-02,2021,Q2,4,4,April,Apr,2021-04,2,Friday,5,Weekday
2021-04-03,2021,Q2,4,4,April,Apr,2021-04,3,Saturday,6,Weekend
2021-04-04,2021,Q2,4,4,April,Apr,2021-04,4,Sunday,7,Weekend
2021-04-05,2021,Q2,4,4,April,Apr,2021-04,5,Monday,1,Weekday
2021-04-06,2021,Q2,4,4,April,Apr,2021-04,6,Tuesday,2,Weekday
2021-04-07,2021,Q2,4,4,April,Apr,2021-04,7,Wednesday,3,Weekday
2021-04-08,2021,Q2,4,4,April,Apr,2021-04,8,Thursday,4,Weekday
2021-04-09,2021,Q2,4,4,April,Apr,2021-04,9,Friday,5,Weekday
2021-04-10,2021,Q2,4,4,April,Apr,2021-04,10,Saturday,6,Weekend
2021-04-11,2021,Q2,4,4,April,Apr,2021-04,11,Sunday,7,Weekend
2021-04-12,2021,Q2,4,4,April,Apr,2021-04,12,Monday,1,Weekday
2021-04-13,2021,Q2,4,4,April,Apr,2021-04,13,Tuesday,2,Weekday
2021-04-14,2021,Q2,4,4,April,Apr,2021-04,14,Wednesday,3,Weekday
2021-04-15,2021,Q2,4,4,April,Apr,2021-04,15,Thursday,4,Weekday
2021-04-16,2021,Q2,4,4,April,Apr,2021-04,16,Friday,5,Weekday
2021-04-17,2021,Q2,4,4,April,Apr,2021-04,17,Saturday,6,Weekend
2021-04-18,2021,Q2,4,4,April,Apr,2021-04,18,Sunday,7,Weekend
2021-04-19,2021,Q2,4,4,April,Apr,2021-04,19,Monday,1,Weekday
2021-04-20,2021,Q2,4,4,April,Apr,2021-04,20,Tuesday,2,Weekday
2021-04-21,2021,Q2,4,4,April,Apr,2021-04,21,Wednesday,3,Weekday
2021-04-22,2021,Q2,4,4,April,Apr,2021-04,22,Thursday,4,Weekday
2021-04-23,2021,Q2,4,4,April,Apr,2021-04,23,Friday,5,Weekday
2021-04-24,2021,Q2,4,4,April,Apr,2021-04,24,Saturday,6,Weekend
2021-04-25,2021,Q2,4,4,April,Apr,2021-04,25,Sunday,7,Weekend
2021-04-26,2021,Q2,4,4,April,Apr,2021-04,26,Monday,1,Weekday
2021-04-27,2021,Q2,4,4,April,Apr,2021-04,27,Tuesday,2,Weekday
2021-04-28,2021,Q2,4,4,April,Apr,2021-04,28,Wednesday,3,Weekday
2021-04-29,2021,Q2,4,4,April,Apr,2021-04,29,Thursday,4,Weekday
2021-04-30,2021,Q2,4,4,April,Apr,2021-04,30,Friday,5,Weekday
2021-05-01,2021,Q2,5,5,May,May,2021-05,1,Saturday,6,Weekend
2021-05-02,2021,Q2,5,5,May,May,2021-05,2,Sunday,7,Weekend
2021-05-03,2021,Q2,5,5,May,May,2021-05,3,Monday,1,Weekday
2021-05-04,2021,Q2,5,5,May,May,2021-05,4,Tuesday,2,Weekday
2021-05-05,2021,Q2,5,5,May,May,2021-05,5,Wednesday,3,Weekday
2021-05-06,2021,Q2,5,5,May,May,2021-05,6,Thursday,4,Weekday
2021-05-07,2021,Q2,5,5,May,May,2021-05,7,Friday,5,Weekday
2021-05-08,2021,Q2,5,5,May,May,2021-05,8,Saturday,6,Weekend
2021-05-09,2021,Q2,5,5,May,May,2021-05,9,Sunday,7,Weekend
2021-05-10,2021,Q2,5,5,May,May,2021-05,10,Monday,1,Weekday
2021-05-11,2021,Q2,5,5,May,May,2021-05,11,Tuesday,2,Weekday
2021-05-12,2021,Q2,5,5,May,May,2021-05,12,Wednesday,3,Weekday
2021-05-13,2021,Q2,5,5,May,May,2021-05,13,Thursday,4,Weekday
2021-05-14,2021,Q2,5,5,May,May,2021-05,14,Friday,5,Weekday
2021-05-15,2021,Q2,5,5,May,May,2021-05,15,Saturday,6,Weekend
2021-05-16,2021,Q2,5,5,May,May,2021-05,16,Sunday,7,Weekend
2021-05-17,2021,Q2,5,5,May,May,2021-05,17,Monday,1,Weekday
2021-05-18,2021,Q2,5,5,May,May,2021-05,18,Tuesday,2,Weekday
2021-05-19,2021,Q2,5,5,May,May,2021-05,19,Wednesday,3,Weekday
2021-05-20,2021,Q2,5,5,May,May,2021-05,20,Thursday,4,Weekday
2021-05-21,2021,Q2,5,5,May,May,2021-05,21,Friday,5,Weekday
2021-05-22,2021,Q2,5,5,May,May,2021-05,22,Saturday,6,Weekend
2021-05-23,2021,Q2,5,5,May,May,2021-05,23,Sunday,7,Weekend
2021-05-24,2021,Q2,5,5,May,May,2021-05,24,Monday,1,Weekday
2021-05-25,2021,Q2,5,5,May,May,2021-05,25,Tuesday,2,Weekday
2021-05-26,2021,Q2,5,5,May,May,2021-05,26,Wednesday,3,Weekday
2021-05-27,2021,Q2,5,5,May,May,2021-05,27,Thursday,4,Weekday
2021-05-28,2021,Q2,5,5,May,May,2021-05,28,Friday,5,Weekday
2021-05-29,2021,Q2,5,5,May,May,2021-05,29,Saturday,6,Weekend
2021-05-30,2021,Q2,5,5,May,May,2021-05,30,Sunday,7,Weekend
2021-05-31,2021,Q2,5,5,May,May,2021-05,31,Monday,1,Weekday
2021-06-01,2021,Q2,6,6,June,Jun,2021-06,1,Tuesday,2,Weekday
2021-06-02,2021,Q2,6,6,June,Jun,2021-06,2,Wednesday,3,Weekday
2021-06-03,2021,Q2,6,6,June,Jun,2021-06,3,Thursday,4,Weekday
2021-06-04,2021,Q2,6,6,June,Jun,2021-06,4,Friday,5,Weekday
2021-06-05,2021,Q2,6,6,June,Jun,2021-06,5,Saturday,6,Weekend
2021-06-06,2021,Q2,6,6,June,Jun,2021-06,6,Sunday,7,Weekend
2021-06-07,2021,Q2,6,6,June,Jun,2021-06,7,Monday,1,Weekday
2021-06-08,2021,Q2,6,6,June,Jun,2021-06,8,Tuesday,2,Weekday
2021-06-09,2021,Q2,6,6,June,Jun,2021-06,9,Wednesday,3,Weekday
2021-06-10,2021,Q2,6,6,June,Jun,2021-06,10,Thursday,4,Weekday
2021-06-11,2021,Q2,6,6,June,Jun,2021-06,11,Friday,5,Weekday
2021-06-12,2021,Q2,6,6,June,Jun,2021-06,12,Saturday,6,Weekend
2021-06-13,2021,Q2,6,6,June,Jun,2021-06,13,Sunday,7,Weekend
2021-06-14,2021,Q2,6,6,June,Jun,2021-06,14,Monday,1,Weekday
2021-06-15,2021,Q2,6,6,June,Jun,2021-06,15,Tuesday,2,Weekday
2021-06-16,2021,Q2,6,6,June,Jun,2021-06,16,Wednesday,3,Weekday
2021-06-17,2021,Q2,6,6,June,Jun,2021-06,17,Thursday,4,Weekday
2021-06-18,2021,Q2,6,6,June,Jun,2021-06,18,Friday,5,Weekday
2021-06-19,2021,Q2,6,6,June,Jun,2021-06,19,Saturday,6,Weekend
2021-06-20,2021,Q2,6,6,June,Jun,2021-06,20,Sunday,7,Weekend
2021-06-21,2021,Q2,6,6,June,Jun,2021-06,21,Monday,1,Weekday
2021-06-22,2021,Q2,6,6,June,Jun,2021-06,22,Tuesday,2,Weekday
2021-06-23,2021,Q2,6,6,June,Jun,2021-06,23,Wednesday,3,Weekday
2021-06-24,2021,Q2,6,6,June,Jun,2021-06,24,Thursday,4,Weekday
2021-06-25,2021,Q2,6,6,June,Jun,2021-06,25,Friday,5,Weekday
2021-06-26,2021,Q2,6,6,June,Jun,2021-06,26,Saturday,6,Weekend
2021-06-27,2021,Q2,6,6,June,Jun,2021-06,27,Sunday,7,Weekend
2021-06-28,2021,Q2,6,6,June,Jun,2021-06,28,Monday,1,Weekday
2021-06-29,2021,Q2,6,6,June,Jun,2021-06,29,Tuesday,2,Weekday
2021-06-30,2021,Q2,6,6,June,Jun,2021-06,30,Wednesday,3,Weekday
2021-07-01,2021,Q3,7,7,July,Jul,2021-07,1,Thursday,4,Weekday
2021-07-02,2021,Q3,7,7,July,Jul,2021-07,2,Friday,5,Weekday
2021-07-03,2021,Q3,7,7,July,Jul,2021-07,3,Saturday,6,Weekend
2021-07-04,2021,Q3,7,7,July,Jul,2021-07,4,Sunday,7,Weekend
2021-07-05,2021,Q3,7,7,July,Jul,2021-07,5,Monday,1,Weekday
2021-07-06,2021,Q3,7,7,July,Jul,2021-07,6,Tuesday,2,Weekday
2021-07-07,2021,Q3,7,7,July,Jul,2021-07,7,Wednesday,3,Weekday
2021-07-08,2021,Q3,7,7,July,Jul,2021-07,8,Thursday,4,Weekday
2021-07-09,2021,Q3,7,7,July,Jul,2021-07,9,Friday,5,Weekday
2021-07-10,2021,Q3,7,7,July,Jul,2021-07,10,Saturday,6,Weekend
2021-07-11,2021,Q3,7,7,July,Jul,2021-07,11,Sunday,7,Weekend
2021-07-12,2021,Q3,7,7,July,Jul,2021-07,12,Monday,1,Weekday
2021-07-13,2021,Q3,7,7,July,Jul,2021-07,13,Tuesday,2,Weekday
2021-07-14,2021,Q3,7,7,July,Jul,2021-07,14,Wednesday,3,Weekday
2021-07-15,2021,Q3,7,7,July,Jul,2021-07,15,Thursday,4,Weekday
2021-07-16,2021,Q3,7,7,July,Jul,2021-07,16,Friday,5,Weekday
2021-07-17,2021,Q3,7,7,July,Jul,2021-07,17,Saturday,6,Weekend
2021-07-18,2021,Q3,7,7,July,Jul,2021-07,18,Sunday,7,Weekend
2021-07-19,2021,Q3,7,7,July,Jul,2021-07,19,Monday,1,Weekday
2021-07-20,2021,Q3,7,7,July,Jul,2021-07,20,Tuesday,2,Weekday
2021-07-21,2021,Q3,7,7,July,Jul,2021-07,21,Wednesday,3,Weekday
2021-07-22,2021,Q3,7,7,July,Jul,2021-07,22,Thursday,4,Weekday
2021-07-23,2021,Q3,7,7,July,Jul,2021-07,23,Friday,5,Weekday
2021-07-24,2021,Q3,7,7,July,Jul,2021-07,24,Saturday,6,Weekend
2021-07-25,2021,Q3,7,7,July,Jul,2021-07,25,Sunday,7,Weekend
2021-07-26,2021,Q3,7,7,July,Jul,2021-07,26,Monday,1,Weekday
2021-07-27,2021,Q3,7,7,July,Jul,2021-07,27,Tuesday,2,Weekday
2021-07-28,2021,Q3,7,7,July,Jul,2021-07,28,Wednesday,3,Weekday
2021-07-29,2021,Q3,7,7,July,Jul,2021-07,29,Thursday,4,Weekday
2021-07-30,2021,Q3,7,7,July,Jul,2021-07,30,Friday,5,Weekday
2021-07-31,2021,Q3,7,7,July,Jul,2021-07,31,Saturday,6,Weekend
2021-08-01,2021,Q3,8,8,August,Aug,2021-08,1,Sunday,7,Weekend
2021-08-02,2021,Q3,8,8,August,Aug,2021-08,2,Monday,1,Weekday
2021-08-03,2021,Q3,8,8,August,Aug,2021-08,3,Tuesday,2,Weekday
2021-08-04,2021,Q3,8,8,August,Aug,2021-08,4,Wednesday,3,Weekday
2021-08-05,2021,Q3,8,8,August,Aug,2021-08,5,Thursday,4,Weekday
2021-08-06,2021,Q3,8,8,August,Aug,2021-08,6,Friday,5,Weekday
2021-08-07,2021,Q3,8,8,August,Aug,2021-08,7,Saturday,6,Weekend
2021-08-08,2021,Q3,8,8,August,Aug,2021-08,8,Sunday,7,Weekend
2021-08-09,2021,Q3,8,8,August,Aug,2021-08,9,Monday,1,Weekday
2021-08-10,2021,Q3,8,8,August,Aug,2021-08,10,Tuesday,2,Weekday
2021-08-11,2021,Q3,8,8,August,Aug,2021-08,11,Wednesday,3,Weekday
2021-08-12,2021,Q3,8,8,August,Aug,2021-08,12,Thursday,4,Weekday
2021-08-13,2021,Q3,8,8,August,Aug,2021-08,13,Friday,5,Weekday
2021-08-14,2021,Q3,8,8,August,Aug,2021-08,14,Saturday,6,Weekend
2021-08-15,2021,Q3,8,8,August,Aug,2021-08,15,Sunday,7,Weekend
2021-08-16,2021,Q3,8,8,August,Aug,2021-08,16,Monday,1,Weekday
2021-08-17,2021,Q3,8,8,August,Aug,2021-08,17,Tuesday,2,Weekday
2021-08-18,2021,Q3,8,8,August,Aug,2021-08,18,Wednesday,3,Weekday
2021-08-19,2021,Q3,8,8,August,Aug,2021-08,19,Thursday,4,Weekday
2021-08-20,2021,Q3,8,8,August,Aug,2021-08,20,Friday,5,Weekday
2021-08-21,2021,Q3,8,8,August,Aug,2021-08,21,Saturday,6,Weekend
2021-08-22,2021,Q3,8,8,August,Aug,2021-08,22,Sunday,7,Weekend
2021-08-23,2021,Q3,8,8,August,Aug,2021-08,23,Monday,1,Weekday
2021-08-24,2021,Q3,8,8,August,Aug,2021-08,24,Tuesday,2,Weekday
2021-08-25,2021,Q3,8,8,August,Aug,2021-08,25,Wednesday,3,Weekday
2021-08-26,2021,Q3,8,8,August,Aug,2021-08,26,Thursday,4,Weekday
2021-08-27,2021,Q3,8,8,August,Aug,2021-08,27,Friday,5,Weekday
2021-08-28,2021,Q3,8,8,August,Aug,2021-08,28,Saturday,6,Weekend
2021-08-29,2021,Q3,8,8,August,Aug,2021-08,29,Sunday,7,Weekend
2021-08-30,2021,Q3,8,8,August,Aug,2021-08,30,Monday,1,Weekday
2021-08-31,2021,Q3,8,8,August,Aug,2021-08,31,Tuesday,2,Weekday
2021-09-01,2021,Q3,9,9,September,Sep,2021-09,1,Wednesday,3,Weekday
2021-09-02,2021,Q3,9,9,September,Sep,2021-09,2,Thursday,4,Weekday
2021-09-03,2021,Q3,9,9,September,Sep,2021-09,3,Friday,5,Weekday
2021-09-04,2021,Q3,9,9,September,Sep,2021-09,4,Saturday,6,Weekend
2021-09-05,2021,Q3,9,9,September,Sep,2021-09,5,Sunday,7,Weekend
2021-09-06,2021,Q3,9,9,September,Sep,2021-09,6,Monday,1,Weekday
2021-09-07,2021,Q3,9,9,September,Sep,2021-09,7,Tuesday,2,Weekday
2021-09-08,2021,Q3,9,9,September,Sep,2021-09,8,Wednesday,3,Weekday
2021-09-09,2021,Q3,9,9,September,Sep,2021-09,9,Thursday,4,Weekday
2021-09-10,2021,Q3,9,9,September,Sep,2021-09,10,Friday,5,Weekday
2021-09-11,2021,Q3,9,9,September,Sep,2021-09,11,Saturday,6,Weekend
2021-09-12,2021,Q3,9,9,September,Sep,2021-09,12,Sunday,7,Weekend
2021-09-13,2021,Q3,9,9,September,Sep,2021-09,13,Monday,1,Weekday
2021-09-14,2021,Q3,9,9,September,Sep,2021-09,14,Tuesday,2,Weekday
2021-09-15,2021,Q3,9,9,September,Sep,2021-09,15,Wednesday,3,Weekday
2021-09-16,2021,Q3,9,9,September,Sep,2021-09,16,Thursday,4,Weekday
2021-09-17,2021,Q3,9,9,September,Sep,2021-09,17,Friday,5,Weekday
2021-09-18,2021,Q3,9,9,September,Sep,2021-09,18,Saturday,6,Weekend
2021-09-19,2021,Q3,9,9,September,Sep,2021-09,19,Sunday,7,Weekend
2021-09-20,2021,Q3,9,9,September,Sep,2021-09,20,Monday,1,Weekday
2021-09-21,2021,Q3,9,9,September,Sep,2021-09,21,Tuesday,2,Weekday
2021-09-22,2021,Q3,9,9,September,Sep,2021-09,22,Wednesday,3,Weekday
2021-09-23,2021,Q3,9,9,September,Sep,2021-09,23,Thursday,4,Weekday
2021-09-24,2021,Q3,9,9,September,Sep,2021-09,24,Friday,5,Weekday
2021-09-25,2021,Q3,9,9,September,Sep,2021-09,25,Saturday,6,Weekend
2021-09-26,2021,Q3,9,9,September,Sep,2021-09,26,Sunday,7,Weekend
2021-09-27,2021,Q3,9,9,September,Sep,2021-09,27,Monday,1,Weekday
2021-09-28,2021,Q3,9,9,September,Sep,2021-09,28,Tuesday,2,Weekday
2021-09-29,2021,Q3,9,9,September,Sep,2021-09,29,Wednesday,3,Weekday
2021-09-30,2021,Q3,9,9,September,Sep,2021-09,30,Thursday,4,Weekday
2021-10-01,2021,Q4,10,10,October,Oct,2021-10,1,Friday,5,Weekday
2021-10-02,2021,Q4,10,10,October,Oct,2021-10,2,Saturday,6,Weekend
2021-10-03,2021,Q4,10,10,October,Oct,2021-10,3,Sunday,7,Weekend
2021-10-04,2021,Q4,10,10,October,Oct,2021-10,4,Monday,1,Weekday
2021-10-05,2021,Q4,10,10,October,Oct,2021-10,5,Tuesday,2,Weekday
2021-10-06,2021,Q4,10,10,October,Oct,2021-10,6,Wednesday,3,Weekday
